Name,Profile_URL,Surname,Nickname,Height,Weight,Reach,Stance,Wins,Losses,Draws
Bobby,http://ufcstats.com/fighter-details/c97fc5fbf7d32b8a,Flynn,,--,170 lbs.,--,,6,4,0
Caros,http://ufcstats.com/fighter-details/01d2ed8c502e3828,Fodor,The Future,"5' 9""",155 lbs.,"74.0""",Orthodox,11,6,0
Mal,http://ufcstats.com/fighter-details/fa534853eb195270,Foki,Twin Tiger,"5' 7""",220 lbs.,--,Orthodox,5,5,0
Matt,http://ufcstats.com/fighter-details/5de61b03868035ff,Foki,Twin Tiger,"5' 7""",220 lbs.,--,Orthodox,5,4,0
AJ,http://ufcstats.com/fighter-details/0adf1aacda5e26ac,Fonseca,,"5' 4""",145 lbs.,--,,5,4,0
Rob,http://ufcstats.com/fighter-details/05339613bf8e9808,Font,,"5' 8""",135 lbs.,"71.0""",Orthodox,22,8,0
Claudionor,http://ufcstats.com/fighter-details/7a82635ffa9b59fe,Fontinelle,,"5' 5""",185 lbs.,--,Orthodox,10,15,1
Jesse,http://ufcstats.com/fighter-details/947eccadb72f4f6f,Forbes,Kid Hercules,"6' 2""",185 lbs.,"75.0""",Southpaw,15,5,0
Sterling,http://ufcstats.com/fighter-details/a71ce6ff0b4a9dbb,Ford,,"5' 10""",155 lbs.,--,,15,7,0
Codale,http://ufcstats.com/fighter-details/5340123d826ceadb,Ford,Crunch Time,"5' 9""",170 lbs.,--,,11,9,0
Raheam,http://ufcstats.com/fighter-details/90390dd1b0791e7f,Forest,Rambo,"5' 11""",170 lbs.,"73.0""",Switch,7,2,0
Jussier,http://ufcstats.com/fighter-details/b102c26727306ab6,Formiga,,"5' 5""",125 lbs.,"67.0""",Orthodox,23,8,0
Renee,http://ufcstats.com/fighter-details/44bc27bfa76dcd9e,Forte,,"5' 7""",155 lbs.,"71.0""",Orthodox,8,4,0
Brianna,http://ufcstats.com/fighter-details/b53c46f613f6f248,Fortino,The Bull,"5' 0""",115 lbs.,"62.0""",Southpaw,9,3,0
Marcel,http://ufcstats.com/fighter-details/d761b3766e38c5db,Fortuna,,"6' 1""",205 lbs.,"74.0""",Orthodox,9,3,0
Brian,http://ufcstats.com/fighter-details/3dc3022232b79c7a,Foster,The Foster Boy,"5' 9""",170 lbs.,"71.0""",Orthodox,27,10,0
Xavier,http://ufcstats.com/fighter-details/ec33146e43e58933,Foupa-Pokam,Professor X,"6' 1""",185 lbs.,--,Open Stance,32,22,0
Mason,http://ufcstats.com/fighter-details/d745d4146be48679,Fowler,,"5' 11""",170 lbs.,--,,2,0,0
Brandon,http://ufcstats.com/fighter-details/f65a0eb902f9476b,Foxworth,,"5' 11""",145 lbs.,--,Orthodox,18,4,0
Hermes,http://ufcstats.com/fighter-details/e0ec3c3b6b611f7e,Franca,,"5' 6""",155 lbs.,"71.0""",Orthodox,24,17,0
Glaico,http://ufcstats.com/fighter-details/00a3ff40c4b2cf21,Franca Moreira,Nego,"6' 0""",155 lbs.,"77.0""",Orthodox,15,5,0
Francisco,http://ufcstats.com/fighter-details/ecfdbf38681a59ba,France,Kiko,"6' 0""",205 lbs.,--,,13,5,1
John,http://ufcstats.com/fighter-details/b9532d815060de7f,Franchi,,"5' 6""",145 lbs.,"67.0""",Orthodox,6,2,0
Rich,http://ufcstats.com/fighter-details/d897897060f10a3a,Franklin,Ace,"6' 1""",185 lbs.,"76.0""",Southpaw,29,7,0
Xavier,http://ufcstats.com/fighter-details/90957a918e26bf9c,Franklin,Mr. Benjamin,"5' 6""",135 lbs.,"66.0""",Southpaw,5,1,0
Zoila,http://ufcstats.com/fighter-details/040d3b4c735541aa,Frausto,Warrior Princess,"5' 4""",135 lbs.,--,Orthodox,13,5,0
Stephanie,http://ufcstats.com/fighter-details/fee02819a271c050,Frausto,Lil Bovy,"5' 2""",115 lbs.,"61.0""",Orthodox,8,7,0
Zane,http://ufcstats.com/fighter-details/d3711d3784b76255,Frazier,Nasty,"6' 5""",250 lbs.,--,Orthodox,4,11,0
Gary,http://ufcstats.com/fighter-details/3beeeafcbc8b4cbc,Frazier,,"6' 0""",245 lbs.,--,Orthodox,3,3,0
Justin,http://ufcstats.com/fighter-details/78863e4a28204a6b,Frazier,The Grizzly Bear,"6' 0""",265 lbs.,"75.0""",Southpaw,10,3,0
Ian,http://ufcstats.com/fighter-details/b4bc2e3353a770b5,Freeman,The Machine,"5' 11""",225 lbs.,--,Orthodox,20,7,1
Jason,http://ufcstats.com/fighter-details/5870bd1eadf4f322,Freeman,,"6' 2""",225 lbs.,--,,6,4,0
Kennedy,http://ufcstats.com/fighter-details/63d071997c75e3fd,Freeman,The Machine 2.0,--,135 lbs.,--,,6,0,0
Willamy,http://ufcstats.com/fighter-details/f1f37d667bcd0d27,Freire,Chiquerim,"5' 8""",155 lbs.,--,Orthodox,26,6,0
Patricio,http://ufcstats.com/fighter-details/98a58c26c5b1ed17,Freire,Pitbull,"5' 6""",145 lbs.,"67.0""",Orthodox,36,8,0
Patricky,http://ufcstats.com/fighter-details/90e6dde9113830bd,Freire,Pitbull,"5' 7""",155 lbs.,"71.0""",,17,8,0
Jeremy,http://ufcstats.com/fighter-details/a47e9ec288c91067,Freitag,,"6' 1""",205 lbs.,--,,6,10,0
Rafael,http://ufcstats.com/fighter-details/14b9e0f2679a2205,Freitas,Capoeira,--,205 lbs.,--,Orthodox,3,6,0
Donavon,http://ufcstats.com/fighter-details/9aa56f004b2bca07,Frelow,,"5' 7""",135 lbs.,--,Orthodox,6,3,0
Josh,http://ufcstats.com/fighter-details/ca43de99b07b6b40,Fremd,,"6' 4""",185 lbs.,"76.0""",Orthodox,11,6,0
Clay,http://ufcstats.com/fighter-details/73321668ff977f1b,French,,"5' 7""",161 lbs.,--,Southpaw,19,7,0
Mike,http://ufcstats.com/fighter-details/756f45905fb20cb5,French,,"5' 10""",145 lbs.,--,,9,10,0
Matt,http://ufcstats.com/fighter-details/dccb63727f2f5f74,Frevola,The SteamRolla,"5' 9""",155 lbs.,"71.0""",Orthodox,11,5,1
Jinh Yu,http://ufcstats.com/fighter-details/d05cb1e8d1b885d8,Frey,,"5' 3""",115 lbs.,"65.0""",Southpaw,11,10,0
Artem,http://ufcstats.com/fighter-details/ee704df0afd74558,Frolov,,"5' 10""",185 lbs.,--,,11,0,0
Sarah,http://ufcstats.com/fighter-details/1641ef250e9de19b,Frota,A Treta,"5' 6""",125 lbs.,"69.0""",Southpaw,9,2,0
Daniel,http://ufcstats.com/fighter-details/7cec3c4a5e7b6d68,Frunza,,"6' 1""",170 lbs.,"73.0""",Orthodox,9,3,0
Don,http://ufcstats.com/fighter-details/271fe91f4ba9d2c5,Frye,The Predator,"6' 1""",219 lbs.,--,Orthodox,20,9,1
Tony,http://ufcstats.com/fighter-details/253de74457bd6374,Fryklund,The Freak,"6' 0""",185 lbs.,--,Orthodox,14,9,1
Adam,http://ufcstats.com/fighter-details/a01a62132460a98d,Fugitt,,"6' 1""",170 lbs.,"77.0""",Southpaw,10,4,0
Jesse,http://ufcstats.com/fighter-details/c3c38c86f5ab9b5c,Fujarczyk,The Ronin,"6' 4""",225 lbs.,--,Southpaw,2,2,0
Katsuhisa,http://ufcstats.com/fighter-details/d71d968dc6ecfdaf,Fujii,Shamoji,"6' 0""",205 lbs.,--,Orthodox,9,18,1
Megumi,http://ufcstats.com/fighter-details/fb6c531726447ff3,Fujii,Mega Megu,"5' 3""",113 lbs.,--,,26,3,0
Kazuyuki,http://ufcstats.com/fighter-details/b1605ea39fba6af6,Fujita,Ironhead,"6' 0""",235 lbs.,--,Orthodox,15,12,0
Keisuke,http://ufcstats.com/fighter-details/ccd58ff71e260ed5,Fujiwara,,"5' 6""",139 lbs.,--,Switch,17,12,5
Riki,http://ufcstats.com/fighter-details/7c35f869033901ae,Fukuda,,"6' 0""",185 lbs.,"73.0""",Southpaw,24,9,0
Masio,http://ufcstats.com/fighter-details/4638cc6479cc0afe,Fullen,Lobo,"5' 10""",145 lbs.,"70.0""",Orthodox,11,7,0
Travis,http://ufcstats.com/fighter-details/911fb265462f0d94,Fulton,The Ironman,"6' 0""",240 lbs.,--,Orthodox,253,53,10
Sam,http://ufcstats.com/fighter-details/1f5f75658551f2d3,Fulton,,--,--,--,,0,2,0
Masakatsu,http://ufcstats.com/fighter-details/aa3153a9941b4d44,Funaki,,"6' 0""",185 lbs.,--,Southpaw,39,13,2
Ricardo,http://ufcstats.com/fighter-details/e9e1acc96536bb4f,Funch,Golden Boy,"5' 10""",170 lbs.,"74.0""",Southpaw,9,6,0
Katsuaki,http://ufcstats.com/fighter-details/c3e2eca94b2320bc,Furuki,,"6' 0""",168 lbs.,--,,1,1,0
James,http://ufcstats.com/fighter-details/fcd8b623892b9a10,Gabert,,--,178 lbs.,--,,6,4,0
Gustavo,http://ufcstats.com/fighter-details/fe98f86284a6eeb3,Gabriel,,"5' 6""",125 lbs.,--,Orthodox,13,1,0
Claudia,http://ufcstats.com/fighter-details/ec34349e7dffcde7,Gadelha,Claudinha,"5' 4""",115 lbs.,"63.0""",Orthodox,18,5,0
Alavutdin,http://ufcstats.com/fighter-details/a7a79b8efbceaaac,Gadjiev,,"6' 2""",185 lbs.,--,Orthodox,18,13,1
Magomed,http://ufcstats.com/fighter-details/6e344b71421103da,Gadzhiyasulov,,"6' 2""",205 lbs.,"75.0""",Orthodox,9,1,0
Justin,http://ufcstats.com/fighter-details/9e8f6c728eb01124,Gaethje,The Highlight,"5' 11""",155 lbs.,"70.0""",Orthodox,26,5,0
Sheila,http://ufcstats.com/fighter-details/837d30395faca41e,Gaff,The German Tank,"5' 5""",135 lbs.,--,Orthodox,9,7,0
Muin,http://ufcstats.com/fighter-details/a54660deb6a8489c,Gafurov,Tajik,"5' 7""",135 lbs.,"68.0""",Orthodox,20,6,0
Mitch,http://ufcstats.com/fighter-details/b8592b4a383696cd,Gagnon,,"5' 5""",135 lbs.,"65.0""",Southpaw,12,5,0
Brandon,http://ufcstats.com/fighter-details/8e6cfbd455f0f9c2,Gaines,,"6' 3""",185 lbs.,--,,5,21,0
Travis,http://ufcstats.com/fighter-details/06dc1a58663579d2,Galbraith,The Gladiator,"6' 0""",170 lbs.,--,Orthodox,18,7,0
Dave,http://ufcstats.com/fighter-details/0876d21328cf4a45,Galera,Scarecrow,"5' 11""",135 lbs.,--,Orthodox,5,1,0
Zelg,http://ufcstats.com/fighter-details/8a1b4330c7957961,Galesic,Benkei,"6' 2""",185 lbs.,--,Orthodox,11,9,0
Mickey,http://ufcstats.com/fighter-details/9e50097a89442158,Gall,,"6' 2""",170 lbs.,"74.0""",Switch,7,7,0
Daniel,http://ufcstats.com/fighter-details/96706c75a2b14164,Gallemore,Big Kansas,"6' 5""",265 lbs.,--,,7,3,0
Tom,http://ufcstats.com/fighter-details/cc81c92fe2254935,Gallicchio,Da Tank,"5' 10""",170 lbs.,--,Southpaw,19,10,0
Turrell,http://ufcstats.com/fighter-details/7e654edcddd71550,Galloway,,"5' 3""",145 lbs.,--,,8,6,0
Eric,http://ufcstats.com/fighter-details/ad3fdba28a7540cf,Galvan,,--,155 lbs.,--,,0,0,0
Andre,http://ufcstats.com/fighter-details/45fe6765c56d8018,Galvao,,"5' 7""",168 lbs.,--,Orthodox,5,2,0
Marcos,http://ufcstats.com/fighter-details/e15d0a2519d6a0b5,Galvao,Loro,"5' 7""",135 lbs.,--,Orthodox,18,8,1
Lucas,http://ufcstats.com/fighter-details/289a3b69b85da7cd,Gamaza,,--,170 lbs.,--,,8,4,0
Joey,http://ufcstats.com/fighter-details/10559c53de0b950e,Gambino,The Raging Warrior,"5' 7""",145 lbs.,--,Orthodox,9,2,0
Manvel,http://ufcstats.com/fighter-details/cc6f9d1e89f3449a,Gamburyan,The Anvil,"5' 5""",135 lbs.,"67.0""",Orthodox,15,10,0
Mateusz,http://ufcstats.com/fighter-details/72db2a14ffa73ece,Gamrot,Gamer,"5' 10""",155 lbs.,"70.0""",Southpaw,24,3,0
Shamil,http://ufcstats.com/fighter-details/0d980975001ae3d8,Gamzatov,,"6' 2""",205 lbs.,"76.0""",Orthodox,14,1,0
Ariel,http://ufcstats.com/fighter-details/41904fc4d3f5bffc,Gandulla,,"5' 11""",205 lbs.,--,Orthodox,7,9,0
Ciryl,http://ufcstats.com/fighter-details/787bb1f087ccff8a,Gane,Bon Gamin,"6' 4""",245 lbs.,"81.0""",Orthodox,13,2,0
Sean,http://ufcstats.com/fighter-details/6d7886b094b471ac,Gannon,The Cannon,"6' 3""",265 lbs.,--,Southpaw,2,1,0
Junye,http://ufcstats.com/fighter-details/8b27d25ce0221d60,Gao,,--,125 lbs.,--,,19,12,0
Eduardo,http://ufcstats.com/fighter-details/7bde387d50829adf,Garagorri,,"5' 9""",145 lbs.,"70.0""",Orthodox,13,2,0
Cody,http://ufcstats.com/fighter-details/d8c7c61b176e3994,Garbrandt,No Love,"5' 8""",135 lbs.,"65.0""",Orthodox,14,6,0
Leonard,http://ufcstats.com/fighter-details/917e53fa0adea0d3,Garcia,Bad Boy,"5' 10""",145 lbs.,"68.0""",Orthodox,18,13,1
Edgar,http://ufcstats.com/fighter-details/8d49545dadf9b919,Garcia,,"5' 10""",170 lbs.,"71.0""",Orthodox,14,5,0
Alejandro,http://ufcstats.com/fighter-details/e5dc36e0aba7e9da,Garcia,Alex,"5' 7""",145 lbs.,--,,14,10,0
Alex,http://ufcstats.com/fighter-details/a2b12c3f3d60ff69,Garcia,The Dominican Nightmare,"5' 9""",170 lbs.,"72.0""",Orthodox,15,6,0
Nick,http://ufcstats.com/fighter-details/8a04d94dfcfab159,Garcia,Nitro,"5' 4""",125 lbs.,--,,8,3,0
Steve,http://ufcstats.com/fighter-details/97cf1a2c7c5e7889,Garcia,Mean Machine,"6' 0""",145 lbs.,"75.0""",Southpaw,17,5,0
Elias,http://ufcstats.com/fighter-details/ac5a7400da3a9a41,Garcia,,"5' 5""",125 lbs.,"67.0""",Southpaw,6,2,0
Rafa,http://ufcstats.com/fighter-details/e132d47bd9efbbe0,Garcia,Gifted,"5' 7""",155 lbs.,"70.0""",Orthodox,17,4,0
Fernie,http://ufcstats.com/fighter-details/9e92e1ca498d7244,Garcia,,"5' 7""",135 lbs.,"67.0""",Orthodox,10,5,0
Rulon,http://ufcstats.com/fighter-details/4f7e290e71d60f87,Gardner,,"6' 3""",265 lbs.,--,Orthodox,1,0,0
David,http://ufcstats.com/fighter-details/70167689d6a01793,Gardner,,"5' 11""",155 lbs.,--,Orthodox,18,21,0
Pablo,http://ufcstats.com/fighter-details/8e5bfd4e82352340,Garza,The Scarecrow,"6' 1""",145 lbs.,"73.0""",Orthodox,12,4,0
Azamat,http://ufcstats.com/fighter-details/a1b0715c4fd2dbd3,Gashimov,,"5' 6""",125 lbs.,--,Orthodox,8,3,0
Brian,http://ufcstats.com/fighter-details/e4770d5ed44a3970,Gassaway,,"6' 1""",170 lbs.,--,Orthodox,29,20,2
Kelvin,http://ufcstats.com/fighter-details/8c0580d4fff106c1,Gastelum,,"5' 9""",185 lbs.,"71.0""",Southpaw,20,9,0
Willie,http://ufcstats.com/fighter-details/6ded9184b2284645,Gates,,"5' 8""",125 lbs.,"72.0""",Orthodox,12,7,0
Melissa,http://ufcstats.com/fighter-details/a4a80dd7336ffd59,Gatto,,"5' 5""",135 lbs.,"69.0""",Orthodox,9,2,2
Sean,http://ufcstats.com/fighter-details/d758f272d94f5866,Gauci,,"5' 5""",125 lbs.,"64.0""",Switch,10,1,0
Louis,http://ufcstats.com/fighter-details/b72a60a0cadff408,Gaudinot,Goodnight,"5' 3""",125 lbs.,"63.0""",Orthodox,8,4,0
Ateba,http://ufcstats.com/fighter-details/2f815ed5f8278ba6,Gautier,The Silent Assassin,"6' 4""",185 lbs.,"81.0""",Switch,7,1,0
Manuel,http://ufcstats.com/fighter-details/618643d0d5c0631d,Gaxhja,,"5' 8""",155 lbs.,--,Switch,7,0,0
Shamil,http://ufcstats.com/fighter-details/6747ccd6d1acd266,Gaziev,,"6' 4""",265 lbs.,"78.0""",Orthodox,14,1,0
Charlene,http://ufcstats.com/fighter-details/effd0b70e6749ab2,Gellner,Princess,"5' 2""",125 lbs.,--,,0,4,0
Chad,http://ufcstats.com/fighter-details/14e797332ea32cdb,George,Savage,"5' 6""",135 lbs.,"68.0""",Southpaw,16,8,0
Paul,http://ufcstats.com/fighter-details/2f1700b3a4a09bc7,Georgieff,,"6' 2""",170 lbs.,--,Orthodox,6,2,0
Brian,http://ufcstats.com/fighter-details/15edcf67ccf5be84,Geraghty,Duke,"5' 7""",155 lbs.,--,Orthodox,26,18,1
Derek,http://ufcstats.com/fighter-details/42883268854b78be,Getzel,The Pretzel,"6' 0""",155 lbs.,--,,8,5,0
Karine,http://ufcstats.com/fighter-details/2db0c114414d4f06,Gevorgyan,The Princess,"5' 4""",125 lbs.,"63.0""",,3,3,0
Yanis,http://ufcstats.com/fighter-details/eb70e786bbdf1d16,Ghemmouri,The Desert Warrior,"5' 9""",135 lbs.,"69.0""",Orthodox,12,3,0
Darrel,http://ufcstats.com/fighter-details/a24e080000fa7a35,Gholar,,"5' 8""",194 lbs.,--,Orthodox,5,6,0
Tiki,http://ufcstats.com/fighter-details/cb6783c39c01d896,Ghosn,,"5' 10""",170 lbs.,--,Orthodox,10,7,1
Christos,http://ufcstats.com/fighter-details/de45aaae23dfa392,Giagos,The Spartan,"5' 10""",155 lbs.,"71.0""",Orthodox,20,12,0
Joe,http://ufcstats.com/fighter-details/946db8a378903cc3,Giannetti,,"6' 0""",155 lbs.,"74.0""",Southpaw,6,1,0
Nick,http://ufcstats.com/fighter-details/96a221341035b701,Gibbons,,"5' 10""",155 lbs.,--,,2,1,0
James,http://ufcstats.com/fighter-details/f74e037b97917027,Giboo,,"5' 11""",170 lbs.,--,Orthodox,13,5,0
Lance,http://ufcstats.com/fighter-details/63eedfcc73071d41,Gibson,Fearless,"5' 9""",185 lbs.,--,Orthodox,4,5,0
Lee,http://ufcstats.com/fighter-details/69db199087a1a792,Gibson,Lethal,"5' 7""",155 lbs.,--,,12,4,0
Cody,http://ufcstats.com/fighter-details/700a674c042b7a96,Gibson,The Renegade,"5' 10""",135 lbs.,"71.0""",Orthodox,22,11,0
Chase,http://ufcstats.com/fighter-details/09439946214993bc,Gibson,El Guero,"5' 10""",155 lbs.,"72.0""",Orthodox,9,5,0
Kenny,http://ufcstats.com/fighter-details/db8b800176d26f6e,Giddens,,"5' 11""",155 lbs.,--,,12,7,0
Thomas,http://ufcstats.com/fighter-details/e7f51d9f9e9259e7,Gifford,The Young Lion,"6' 1""",155 lbs.,"75.0""",Orthodox,14,9,0
Joseph,http://ufcstats.com/fighter-details/83825fad27ab3581,Gigliotti,Capo,"5' 11""",185 lbs.,--,Orthodox,7,2,0
Joey,http://ufcstats.com/fighter-details/6bb1d2b714d4b3bc,Gilbert,,"5' 11""",155 lbs.,--,Orthodox,2,3,0
Trevin,http://ufcstats.com/fighter-details/b27a1fcb56a3035a,Giles,,"6' 0""",170 lbs.,"74.0""",Orthodox,16,7,0
Kultar,http://ufcstats.com/fighter-details/42c96a9c4802e2e1,Gill,Black Mamba,"6' 0""",154 lbs.,--,Orthodox,12,8,0
Jesse,http://ufcstats.com/fighter-details/160b931119c1bf91,Gillespie,,--,185 lbs.,--,,3,2,0
Gregor,http://ufcstats.com/fighter-details/84ff027394f7e470,Gillespie,The Gift,"5' 7""",155 lbs.,"71.0""",Orthodox,14,1,0
Jason,http://ufcstats.com/fighter-details/91720876db0ee468,Gilliam,,"6' 0""",170 lbs.,--,Orthodox,14,9,0
Micheal,http://ufcstats.com/fighter-details/ce175eaafe867d1f,Gillmore,The Gentleman,"5' 11""",170 lbs.,"72.0""",Orthodox,6,5,0
Krishaun,http://ufcstats.com/fighter-details/10ccdcd14c3dfcf1,Gilmore,,--,--,--,,0,1,0
Alex,http://ufcstats.com/fighter-details/762c69860eef65d8,Gilpin,,"5' 7""",145 lbs.,--,Orthodox,11,1,0
Bob,http://ufcstats.com/fighter-details/c96518b7f6881004,Gilstrap,,"6' 3""",200 lbs.,--,Orthodox,5,7,0
Eperaim,http://ufcstats.com/fighter-details/bad8ed7d714f1493,Ginting,The Wolfman,"5' 4""",135 lbs.,"64.0""",Orthodox,6,1,0
Demetrius,http://ufcstats.com/fighter-details/a58114c6dd0add64,Gioulacos,,"5' 11""",185 lbs.,--,,0,1,0
Billy,http://ufcstats.com/fighter-details/c1ea31a904fe08a9,Giovanella,Wolverine,"5' 8""",125 lbs.,--,,9,5,0
He-Man,http://ufcstats.com/fighter-details/3e03cec9767d37e6,Gipson,,--,--,--,,1,2,0
Israel,http://ufcstats.com/fighter-details/4b4f6abdce986be6,Giron,El Rojo,"5' 8""",155 lbs.,--,,19,5,0
Brandon,http://ufcstats.com/fighter-details/81f1810f72df8f25,Girtz,Cold Roll,"5' 7""",155 lbs.,--,,14,7,0
Jason,http://ufcstats.com/fighter-details/fda067e842b07466,Glaza,,"6' 0""",230 lbs.,--,,3,2,0
Mike,http://ufcstats.com/fighter-details/ed133185689088b3,Glenn,,--,205 lbs.,--,,5,6,0
Ricky,http://ufcstats.com/fighter-details/814ff3018127e8fc,Glenn,The Gladiator,"6' 0""",170 lbs.,"70.0""",Southpaw,22,9,2
Mark,http://ufcstats.com/fighter-details/ad56b3f00ca38dfd,Godbeer,The Hand Of,"6' 4""",240 lbs.,"77.0""",Orthodox,13,4,0
Clint,http://ufcstats.com/fighter-details/bd85ca0bb4f26cfc,Godfrey,,"5' 6""",135 lbs.,--,Southpaw,13,3,0
Loopy,http://ufcstats.com/fighter-details/8e5d953bdb9ae5e7,Godinez,,"5' 2""",115 lbs.,"61.0""",Orthodox,13,5,0
Jason,http://ufcstats.com/fighter-details/5ca158b1cc9cb242,Godsey,,"6' 2""",230 lbs.,--,Orthodox,16,16,0
Allan,http://ufcstats.com/fighter-details/e62b36885ecdac27,Goes,,"6' 0""",205 lbs.,--,Orthodox,10,5,2
Billy Ray,http://ufcstats.com/fighter-details/fa07345cc9db5cc9,Goff,,"5' 10""",170 lbs.,"72.0""",Switch,9,3,0
Amiran,http://ufcstats.com/fighter-details/5d1636b6c1688502,Gogoladze,,"6' 1""",170 lbs.,"74.0""",Switch,14,3,0
Jonny,http://ufcstats.com/fighter-details/e86af30738a5452a,Goh,,"5' 11""",155 lbs.,--,,3,4,0
Hannah,http://ufcstats.com/fighter-details/26e3f3928b1891d9,Goldy,24K,"5' 4""",115 lbs.,"61.0""",Orthodox,6,4,0
Marcelo,http://ufcstats.com/fighter-details/ac29d508d78384c9,Golm,,"6' 3""",249 lbs.,"75.0""",Orthodox,6,3,0
Denise,http://ufcstats.com/fighter-details/cffb87059e645bd1,Gomes,Dee,"5' 2""",115 lbs.,"63.0""",Orthodox,10,3,0
Sergio,http://ufcstats.com/fighter-details/af1e5c64b8663aa0,Gomez,,"5' 6""",155 lbs.,--,Orthodox,10,3,0
Frank,http://ufcstats.com/fighter-details/a0a680fe2f6cc8e6,Gomez,,"5' 10""",135 lbs.,"67.0""",Orthodox,10,6,0
Alan,http://ufcstats.com/fighter-details/0a66de3a797cf73a,Gomez,,--,155 lbs.,--,,2,0,0
David,http://ufcstats.com/fighter-details/489413d3be819647,Gomez,,--,155 lbs.,--,,1,2,0
Ulysses,http://ufcstats.com/fighter-details/1e35aa8955794580,Gomez,Useless,"5' 6""",125 lbs.,--,Orthodox,9,5,0
Joey,http://ufcstats.com/fighter-details/0778f94eb5d588a5,Gomez,KO King,"5' 10""",135 lbs.,"73.0""",Orthodox,6,2,0
Luis,http://ufcstats.com/fighter-details/513e84bfe65ff509,Gomez,Tiger Junior,"5' 7""",145 lbs.,"68.0""",Orthodox,4,1,0
Joey,http://ufcstats.com/fighter-details/3a28e1e641366308,Gomez,,"5' 10""",155 lbs.,"71.0""",Orthodox,7,1,0
Edson,http://ufcstats.com/fighter-details/e90f4291f93708e6,Gomez,,"5' 8""",170 lbs.,"69.0""",Switch,6,2,0
Silvana,http://ufcstats.com/fighter-details/b4880ef2f838d4e1,Gomez Juarez,La Malvada,"5' 3""",115 lbs.,"65.0""",Orthodox,11,5,0
Takanori,http://ufcstats.com/fighter-details/3be081c29bf734d9,Gomi,The Fireball Kid,"5' 7""",155 lbs.,"70.0""",Southpaw,35,14,0
William,http://ufcstats.com/fighter-details/e1d40e8782d80bc2,Gomis,Jaguar,"6' 0""",145 lbs.,"73.0""",Southpaw,14,3,0
Akihiro,http://ufcstats.com/fighter-details/b2acebbef8da14ea,Gono,,"5' 7""",170 lbs.,"68.0""",Switch,35,21,8
Gabriel,http://ufcstats.com/fighter-details/270b89c00ef0c55c,Gonzaga,Napao,"6' 2""",242 lbs.,"76.0""",Orthodox,17,11,0
Justin,http://ufcstats.com/fighter-details/94535f76f43b466a,Gonzales,J-Train,"5' 9""",145 lbs.,"72.0""",Orthodox,6,0,0
Fernando,http://ufcstats.com/fighter-details/be5aab761c40ef35,Gonzalez,The Menifee Maniac,"5' 9""",170 lbs.,"68.0""",Southpaw,26,14,0
Nick,http://ufcstats.com/fighter-details/28d8638ea0a71908,Gonzalez,The Ghost,"5' 6""",155 lbs.,--,Orthodox,17,12,0
Fabian,http://ufcstats.com/fighter-details/69c071bc2621e8b0,Gonzalez,,"5' 10""",135 lbs.,--,,2,1,0
Lewis,http://ufcstats.com/fighter-details/2ff2e6e5abea3e53,Gonzalez,Lethal,"5' 10""",170 lbs.,--,Orthodox,11,3,0
Jason,http://ufcstats.com/fighter-details/e45cfa47f504033a,Gonzalez,Nicoya,"6' 2""",155 lbs.,"74.0""",Southpaw,11,5,0
Pearl,http://ufcstats.com/fighter-details/1ebdcb7488d0ebee,Gonzalez,,"5' 4""",115 lbs.,--,Orthodox,6,3,0
Jorge,http://ufcstats.com/fighter-details/ff175a137b395e2b,Gonzalez,Street,"6' 2""",205 lbs.,"76.0""",Orthodox,16,4,0
Mikey,http://ufcstats.com/fighter-details/de47c33e48b0ce38,Gonzalez,Rolls,"5' 11""",155 lbs.,"74.0""",Orthodox,7,2,0
Erick,http://ufcstats.com/fighter-details/a2ccf35a88346a91,Gonzalez,The Ghost Pepper,"5' 11""",155 lbs.,"75.0""",Orthodox,14,8,0
Jennifer,http://ufcstats.com/fighter-details/4f1a48f4e6ffb007,Gonzalez,Jefa,"5' 2""",125 lbs.,--,,13,5,0
Kier,http://ufcstats.com/fighter-details/1bda4867f1baceac,Gooch,,--,155 lbs.,--,,2,7,0
Lyman,http://ufcstats.com/fighter-details/4e0692ad070976e4,Good,Cyborg,"6' 0""",170 lbs.,"74.0""",Orthodox,21,6,0
Jared,http://ufcstats.com/fighter-details/c730a0be691dc081,Gooden,NiteTrain,"6' 0""",170 lbs.,"77.0""",Orthodox,23,10,0
Gary,http://ufcstats.com/fighter-details/fbbde91f7bc2d3c5,Goodridge,Big Daddy,"6' 3""",249 lbs.,--,Orthodox,23,22,1
Jordan,http://ufcstats.com/fighter-details/7f98d9d5a10fa25c,Goodwin,,--,155 lbs.,--,,0,0,0
Gerard,http://ufcstats.com/fighter-details/279093302a6f44b3,Gordeau,,"6' 5""",216 lbs.,--,Orthodox,2,2,0
Eddie,http://ufcstats.com/fighter-details/8cad40a75e5c97f5,Gordon,Truck,"6' 0""",185 lbs.,"76.0""",Orthodox,8,4,0
Jared,http://ufcstats.com/fighter-details/7026eca45f65377b,Gordon,Flash,"5' 9""",155 lbs.,"68.0""",Orthodox,20,7,0
Tebaris,http://ufcstats.com/fighter-details/68c4ca70067bf282,Gordon,Boom,"6' 1""",265 lbs.,--,Orthodox,3,1,0
Malcolm,http://ufcstats.com/fighter-details/dee294e9717012c2,Gordon,X,"5' 7""",125 lbs.,"71.0""",Switch,14,8,0
