Name,Weight,Wins,Losses,Draws,Birth Date,Country,Weight Class,Age,Last Fight
Ricco Rodriguez,265 lbs.,53,25,0,1977-08-19,United States,Heavyweight,47,16/08/2019
Manuel Rodriguez,170 lbs.,11,5,0,1985-04-25,El Salvador,Middleweight,40,21/05/2022
Yair Rodriguez,145 lbs.,21,6,0,1992-10-06,Mexico,Featherweight,32,12/04/2025
Mike Rodriguez,205 lbs.,11,7,0,1988-11-28,United States,Light Heavyweight,36,17/06/2022
Marina Rodriguez,115 lbs.,17,6,2,1987-04-29,Brazil,Strawweight,38,03/05/2025
Daniel Rodriguez,170 lbs.,19,5,0,1986-12-31,United States,Welterweight,38,03/05/2025
Ray Rodriguez,135 lbs.,16,8,0,1987-12-10,United States,Bantamweight,37,03/03/2024
Drako Rodriguez,135 lbs.,7,3,0,1996-06-16,United States,Bantamweight,28,06/09/2024
Victor Rodriguez,125 lbs.,7,4,0,1992-09-05,United States,Flyweight,32,22/05/2021
Christian Rodriguez,145 lbs.,12,3,0,1997-12-17,United States,Featherweight,27,29/03/2025
Nick Roehrick,205 lbs.,7,1,0,1987-07-06,United States,Light Heavyweight,37,07/07/2017
Marcos Rogerio De Lima,253 lbs.,22,10,1,1985-06-25,Brazil,Heavyweight,39,17/02/2024
Brett Rogers,265 lbs.,17,10,0,1981-02-17,United States,Heavyweight,44,26/03/2015
Brian Rogers,185 lbs.,14,9,0,1984-02-15,United States,Middleweight,41,24/03/2017
Pete Rogers Jr.,145 lbs.,2,4,0,1990-02-18,United States,Featherweight,35,06/01/2024
Max Rohskopf,155 lbs.,5,1,0,1994-09-27,United States,Lightweight,30,04/02/2023
Marcelo Rojo,145 lbs.,16,10,0,1988-07-02,Argentina,Featherweight,36,16/07/2023
Shane Roller,155 lbs.,11,7,0,1979-07-14,United States,Lightweight,45,05/10/2012
Jared Rollins,170 lbs.,8,4,0,1977-01-26,United States,Middleweight,48,08/12/2007
Tim Roman,170 lbs.,3,4,0,1985-06-08,United States,Welterweight,39,25/06/2016
Ricardo Romero,205 lbs.,11,3,0,1978-04-15,United States,Light Heavyweight,47,24/09/2011
Yoel Romero,185 lbs.,13,5,0,1977-04-30,United States,Middleweight,48,22/03/2025
Mara Romero Borella,125 lbs.,12,9,0,1986-06-03,Italy,Flyweight,38,19/09/2020
Juancamilo Ronderos,125 lbs.,4,2,0,1995-02-17,Colombia,Flyweight,30,11/10/2024
Jesse Ronson,155 lbs.,21,12,0,1985-12-24,Canada,Welterweight,39,15/11/2024
George Roop,135 lbs.,15,13,1,1981-11-10,United States,Bantamweight,43,14/05/2016
Joao Roque,155 lbs.,7,2,4,1971-07-22,Angola,Featherweight,53,11/03/2005
Aaron Rosa,205 lbs.,18,6,0,1983-05-28,United States,Light Heavyweight,41,06/02/2022
Charles Rosa,145 lbs.,14,8,0,1986-08-24,United States,Featherweight,38,15/11/2024
Karol Rosa,135 lbs.,18,7,0,1994-12-30,Brazil,Bantamweight,30,18/01/2025
Jacob Rosales,155 lbs.,13,7,0,1995-07-28,United States,Lightweight,29,31/08/2019
Jake Rosholt,185 lbs.,12,5,0,1982-09-02,United States,Light Heavyweight,42,21/09/2012
Jared Rosholt,265 lbs.,14,4,0,1986-08-04,United States,Heavyweight,38,31/12/2019
Kevin Rosier,265 lbs.,2,6,0,1962-01-06,United States,Heavyweight,63,01/12/2001
Zach Rosol,243 lbs.,3,2,0,1989-10-17,United States,Heavyweight,35,20/04/2024
Nick Rossborough,205 lbs.,26,19,1,1981-11-18,United States,Heavyweight,43,02/12/2023
Kristian Rothaermel,205 lbs.,4,3,0,1972-01-31,United States,Light Heavyweight,53,28/06/2006
Ben Rothwell,265 lbs.,39,14,0,1981-10-17,United States,Heavyweight,43,25/01/2025
Ronda Rousey,135 lbs.,12,2,0,1987-02-01,United States,Bantamweight,38,30/12/2016
Kain Royer,185 lbs.,2,2,0,1980-03-19,United States,Middleweight,45,06/11/2015
Brandon Royval,125 lbs.,17,7,0,1992-08-16,United States,Flyweight,32,12/10/2024
Jairzinho Rozenstruik,242 lbs.,15,6,0,1988-03-17,Suriname,Heavyweight,37,01/02/2025
Mauricio Rua,205 lbs.,27,14,1,1981-11-25,Brazil,Light Heavyweight,43,21/01/2023
Marco Ruas,210 lbs.,9,4,2,1961-01-23,Brazil,Heavyweight,64,19/05/2007
Rodrigo Ruas,185 lbs.,4,5,1,1977-10-06,Brazil,Middleweight,47,29/03/2008
Gabe Ruediger,155 lbs.,18,8,0,1977-08-29,United States,Lightweight,47,31/05/2013
Eddie Ruiz,155 lbs.,1,1,0,1967-06-10,United States,Lightweight,57,06/06/2003
Paul Ruiz,135 lbs.,7,4,0,1987-06-23,United States,Bantamweight,37,17/06/2016
Mike Russow,255 lbs.,15,3,0,1976-11-09,United States,Heavyweight,48,26/01/2013
Bas Rutten,205 lbs.,28,4,1,1965-02-24,Netherlands,Light Heavyweight,60,22/07/2006
Yusup Saadulaev,135 lbs.,16,4,1,1985-03-31,Russia,Bantamweight,40,17/12/2021
Danny Sabatello,135 lbs.,9,1,0,1993-03-31,United States,Bantamweight,32,10/05/2025
Pat Sabatini,145 lbs.,20,5,0,1990-11-09,United States,Featherweight,34,05/04/2025
Amir Sadollah,170 lbs.,6,5,0,1980-08-27,United States,Welterweight,44,20/09/2014
Frankie Saenz,135 lbs.,13,7,0,1980-08-12,United States,Bantamweight,44,01/08/2020
Tarec Saffiedine,170 lbs.,16,7,0,1986-09-06,Belgium,Welterweight,38,17/06/2017
Jason Saggo,155 lbs.,12,4,0,1985-11-23,Canada,Lightweight,39,24/11/2018
Lukasz Sajewski,155 lbs.,13,3,0,1990-11-27,Poland,Lightweight,34,07/07/2016
Augusto Sakai,265 lbs.,16,5,1,1991-05-19,Brazil,Heavyweight,33,12/06/2024
Alessio Sakara,185 lbs.,19,11,0,1981-09-02,Italy,Light Heavyweight,43,12/10/2019
Gokhan Saki,205 lbs.,1,2,0,1983-10-19,Turkey,Light Heavyweight,41,07/07/2018
Kazushi Sakuraba,185 lbs.,26,17,1,1969-07-14,Japan,Welterweight,55,27/10/2020
Hayato Sakurai,168 lbs.,38,13,2,1975-08-24,Japan,Welterweight,49,06/05/2018
Justin Salas,155 lbs.,12,7,0,1982-03-13,United States,Lightweight,43,05/03/2016
Ivan Salaverry,185 lbs.,14,9,0,1971-01-11,United States,Middleweight,54,02/11/2013
Roman Salazar,135 lbs.,10,6,0,1988-02-21,United States,Bantamweight,37,20/06/2021
Luis Saldana,145 lbs.,16,7,1,1991-01-27,United States,Featherweight,34,26/08/2023
John Salgado,170 lbs.,4,8,1,,United States,Welterweight,,24/06/2017
Muslim Salikhov,170 lbs.,21,5,0,1984-06-09,Russia,Welterweight,40,23/11/2024
Brandon Saling,170 lbs.,8,6,0,1986-01-28,United States,Welterweight,39,03/03/2012
Sean Salmon,185 lbs.,18,21,0,1977-11-09,United States,Light Heavyweight,47,13/04/2013
Boston Salmon,135 lbs.,6,3,0,1990-11-20,United States,Bantamweight,34,28/04/2022
John Salter,185 lbs.,14,3,0,1985-03-21,United States,Middleweight,40,31/03/2023
Josh Samman,185 lbs.,13,4,0,1988-03-14,United States,Middleweight,37,13/07/2016
Josh Sampo,125 lbs.,11,5,0,1984-07-24,United States,Flyweight,40,13/04/2018
Josh San Diego,135 lbs.,8,3,0,1985-03-08,United States,Featherweight,40,31/03/2023
Diego Sanchez,170 lbs.,31,13,0,1981-12-31,United States,Welterweight,43,17/02/2023
Eddie Sanchez,230 lbs.,15,8,0,1982-04-11,United States,Heavyweight,43,04/04/2014
Julian Sanchez,300 lbs.,0,1,0,,United States,Super Heavyweight,,20/11/1996
Donald Sanchez,145 lbs.,31,17,0,1984-08-18,United States,Featherweight,40,28/02/2025
Joby Sanchez,135 lbs.,11,4,0,1991-06-24,United States,Bantamweight,33,11/10/2019
Emmanuel Sanchez,145 lbs.,15,3,0,1965-08-26,United States,Featherweight,59,12/04/2024
Erick Sanchez,145 lbs.,8,3,0,1990-10-04,United States,Featherweight,34,07/02/2025
Andrew Sanchez,185 lbs.,13,7,0,1988-04-08,United States,Middleweight,37,21/06/2024
Jesse Sanders,170 lbs.,23,7,0,,United States,Welterweight,,16/02/2013
Luke Sanders,135 lbs.,13,5,0,1985-12-12,United States,Featherweight,39,01/05/2021
Jerrod Sanders,135 lbs.,16,3,0,1980-10-01,United States,Bantamweight,44,27/04/2018
Cory Sandhagen,135 lbs.,18,5,0,1992-04-20,United States,Bantamweight,33,03/05/2025
Joseph Sandoval,135 lbs.,7,7,0,1986-05-11,United States,Bantamweight,38,19/05/2018
Hector Sandoval,125 lbs.,14,4,0,1986-07-19,United States,Flyweight,38,10/05/2019
Chris Sanford,185 lbs.,5,1,0,1968-03-12,United States,Middleweight,57,18/08/2005
Martin Sano,170 lbs.,4,3,1,1991-05-30,United States,Welterweight,33,25/09/2021
Jonathan Santa Maria,125 lbs.,3,4,0,1984-12-02,United States,Flyweight,40,28/09/2019
Duda Santana,145 lbs.,3,1,0,1996-10-01,Brazil,Bantamweight,28,15/12/2017
Jorge Santiago,170 lbs.,25,12,0,1980-10-09,Brazil,Welterweight,44,09/10/1980
Mike Santiago,145 lbs.,19,12,0,1989-07-28,United States,Featherweight,35,31/07/2020
Jose Santibanez,155 lbs.,10,3,0,1980-01-18,United States,Lightweight,45,08/04/2011
Adriano Santos,170 lbs.,0,1,0,,Brazil,Welterweight,,22/03/2025
Paulo Santos,185 lbs.,0,3,0,,Brazil,Middleweight,,04/08/2006
Evangelista Santos,170 lbs.,21,18,0,1977-12-13,Brazil,Welterweight,47,16/07/2016
Luis Santos,170 lbs.,63,10,1,1980-01-02,Brazil,Welterweight,45,12/04/2019
Iliarde Santos,125 lbs.,30,13,1,1980-09-25,Brazil,Bantamweight,44,06/05/2018
Leonardo Santos,155 lbs.,18,7,1,1980-02-05,Brazil,Lightweight,45,20/08/2022
Thiago Santos,205 lbs.,22,11,0,1984-01-07,Brazil,Light Heavyweight,41,13/06/2024
Bruno Santos,185 lbs.,15,2,0,1987-07-17,Brazil,Middleweight,37,11/05/2024
Andre Santos,170 lbs.,38,10,0,1981-01-08,Brazil,Welterweight,44,12/12/2019
Gleristone Santos,145 lbs.,33,7,0,1988-08-20,Brazil,Lightweight,36,27/03/2022
Taila Santos,125 lbs.,19,3,0,1993-06-22,Brazil,Flyweight,31,29/11/2024
Nick Sanzo,190 lbs.,1,1,0,1963-01-16,United States,Light Heavyweight,62,07/02/1997
Bob Sapp,350 lbs.,11,20,0,1973-09-22,United States,Super Heavyweight,51,26/08/2022
Daniel Sarafian,185 lbs.,10,6,0,1982-08-21,Brazil,Middleweight,42,30/09/2017
Diego Saraiva,155 lbs.,22,20,1,1982-04-23,United States,Lightweight,43,07/07/2007
Harris Sarmiento,155 lbs.,36,26,0,1983-09-09,United States,Featherweight,41,14/03/2014
Alexander Sarnavskiy,155 lbs.,35,6,0,1989-01-17,Russia,Lightweight,36,19/09/2020
Yuki Sasaki,185 lbs.,25,22,2,1976-09-12,Japan,Middleweight,48,27/08/2017
Yuta Sasaki,125 lbs.,21,6,2,1989-10-07,Japan,Flyweight,35,06/05/2023
Paul Sass,155 lbs.,14,2,0,1988-08-04,England,Lightweight,36,18/10/2013
Takenori Sato,170 lbs.,19,11,7,1985-06-08,Japan,Lightweight,39,19/09/2020
Takashi Sato,170 lbs.,16,7,0,1990-06-09,Japan,Welterweight,34,30/04/2025
Jeimeson Saudino,135 lbs.,8,5,0,1991-03-05,United States,Bantamweight,34,29/01/2021
Townsend Saunders,170 lbs.,0,2,0,1968-07-16,United States,Welterweight,56,08/01/1999
Ben Saunders,170 lbs.,22,13,2,1983-04-13,United States,Welterweight,42,28/05/2022
Chris Saunders,155 lbs.,16,8,0,1986-03-11,United States,Lightweight,39,29/04/2017
Matt Sayles,155 lbs.,8,4,0,1994-02-21,United States,Featherweight,31,18/12/2021
Mark Scanlon,170 lbs.,9,2,0,,England,Welterweight,,06/07/2013
Eric Schafer,185 lbs.,14,8,2,1977-09-20,United States,Middleweight,47,16/04/2016
Kerry Schall,265 lbs.,24,13,0,1971-08-09,United States,Heavyweight,53,20/03/2013
Eric Schambari,185 lbs.,15,6,0,1978-04-22,United States,Middleweight,47,27/04/2013
Brendan Schaub,245 lbs.,10,5,0,1983-03-18,United States,Heavyweight,42,06/12/2014
Fabiano Scherner,257 lbs.,11,10,0,1972-06-30,Brazil,Heavyweight,52,07/07/2019
Samy Schiavo,155 lbs.,10,6,0,1975-12-24,France,Bantamweight,49,18/10/2008
Pat Schilling,145 lbs.,5,2,0,1988-08-28,United States,Featherweight,36,01/06/2012
Joe Schilling,185 lbs.,2,5,0,1984-01-13,United States,Middleweight,41,20/04/2024
Semmy Schilt,265 lbs.,26,14,1,1973-10-27,Netherlands,Heavyweight,51,31/12/2012
Adam Schindler,155 lbs.,10,6,0,1983-05-19,United States,Featherweight,41,31/05/2013
Colleen Schneider,135 lbs.,11,7,0,1982-03-12,United States,Bantamweight,43,25/08/2017
Matt Schnell,125 lbs.,17,9,0,1990-01-15,United States,Bantamweight,35,26/04/2025
Alex Schoenauer,185 lbs.,15,10,0,1976-05-05,United States,Middleweight,49,12/09/2009
Darrill Schoonover,220 lbs.,14,8,0,1985-06-18,United States,Heavyweight,39,23/10/2015
Nate Schroeder,230 lbs.,11,10,0,1973-06-02,United States,Heavyweight,51,15/02/2003
Mark Schultz,200 lbs.,1,1,0,1960-06-26,United States,Light Heavyweight,64,17/05/1996
Justin Scoggins,125 lbs.,11,5,0,1992-05-02,United States,Flyweight,33,29/06/2024
Greg Scott,145 lbs.,3,4,0,1987-04-05,United States,Featherweight,38,26/06/2015
Mike Seal,185 lbs.,13,15,1,1977-07-30,United States,Middleweight,47,01/09/2018
Matt Secor,170 lbs.,8,4,0,1986-09-26,United States,Middleweight,38,07/02/2025
Neil Seery,125 lbs.,16,13,0,1979-08-30,Ireland,Flyweight,45,16/07/2017
Brendan Seguin,185 lbs.,23,19,1,1976-07-03,United States,Middleweight,48,30/11/2012
Stefan Sekulic,170 lbs.,12,4,0,1992-02-12,Serbia,Welterweight,33,09/09/2022
Pete Sell,170 lbs.,10,7,0,1982-08-25,United States,Middleweight,42,21/06/2019
Matthew Semelsberger,170 lbs.,11,8,0,1992-11-23,United States,Welterweight,32,09/11/2024
Andrei Semenov,185 lbs.,34,9,2,1977-06-17,Russia,Middleweight,47,20/10/2013
Mackens Semerzier,145 lbs.,8,4,0,1980-11-03,United States,Featherweight,44,17/11/2012
Ivan Serati,205 lbs.,12,4,0,,Italy,Heavyweight,,16/10/2010
Nicholas Sergiacomi,170 lbs.,1,1,0,,United States,Welterweight,,17/07/2015
Matt Serra,170 lbs.,11,7,0,1974-06-02,United States,Welterweight,50,25/09/2010
Nick Serra,170 lbs.,7,3,0,1978-03-27,United States,Welterweight,47,31/05/2008
Adrian Serrano,170 lbs.,56,29,4,1963-12-23,United States,Middleweight,61,11/07/2008
Fredy Serrano,125 lbs.,3,2,0,1979-09-22,Colombia,Flyweight,45,19/05/2018
Carl Seumanutafa,255 lbs.,10,8,0,1983-06-15,United States,Heavyweight,41,19/10/2018
Dan Severn,250 lbs.,101,19,1,1958-06-08,United States,Heavyweight,66,28/04/2012
Rosi Sexton,135 lbs.,13,5,0,1977-07-16,England,Bantamweight,47,07/06/2014
Edmen Shahbazyan,185 lbs.,14,5,0,1997-11-20,United States,Middleweight,27,15/02/2025
Don Shainis,145 lbs.,12,5,0,1991-09-16,United States,Lightweight,33,25/01/2025
Liliya Shakirova,125 lbs.,8,2,0,1991-10-20,Uzbekistan,Flyweight,33,24/10/2020
Kamal Shalorus,155 lbs.,9,5,2,1977-08-27,Iran,Lightweight,47,10/02/2017
Ken Shamrock,205 lbs.,28,17,2,1964-02-11,United States,Heavyweight,61,19/06/2015
Frank Shamrock,185 lbs.,23,10,2,1972-12-08,United States,Middleweight,52,29/03/2008
Eric Shelton,125 lbs.,12,6,0,1991-02-02,United States,Flyweight,34,04/01/2025
Sean Sherk,155 lbs.,36,4,1,1973-08-05,United States,Lightweight,51,25/09/2010
Chase Sherman,250 lbs.,16,12,0,1989-11-06,United States,Heavyweight,35,15/11/2024
Valentina Shevchenko,125 lbs.,24,4,1,1988-03-07,Kyrgyzstan,Flyweight,37,14/09/2024
Antonina Shevchenko,125 lbs.,10,4,0,1984-11-20,Kyrgyzstan,Flyweight,40,09/07/2022
Jake Shields,170 lbs.,31,9,1,1979-01-09,United States,Welterweight,46,23/10/2021
Shunichi Shimizu,135 lbs.,30,18,11,1985-01-31,Japan,Bantamweight,40,30/03/2024
Wade Shipp,245 lbs.,11,5,0,1975-02-09,United States,Heavyweight,50,16/03/2013
Yuya Shirai,168 lbs.,26,14,2,1980-04-02,Japan,Welterweight,45,27/02/2016
Alexander Shlemenko,185 lbs.,56,9,0,1984-05-20,Russia,Middleweight,40,14/12/2024
Josh Shockley,155 lbs.,11,4,0,1989-11-15,United States,Lightweight,35,22/02/2015
Liudvik Sholinian,135 lbs.,9,4,1,1990-01-20,Ukraine,Featherweight,35,05/11/2022
Jack Shore,145 lbs.,17,3,0,1995-02-06,Wales,Bantamweight,30,02/11/2024
Sam Sicilia,145 lbs.,15,8,0,1986-02-01,United States,Featherweight,39,26/08/2021
Steven Siler,145 lbs.,29,16,0,1987-02-15,United States,Featherweight,38,02/12/2022
Xavier Siller,125 lbs.,5,5,0,1994-06-06,United States,Flyweight,30,29/06/2018
Assuerio Silva,241 lbs.,16,8,0,1974-06-18,Brazil,Heavyweight,50,17/10/2009
Anderson Silva,185 lbs.,34,11,0,1975-04-14,Brazil,Middleweight,50,15/06/2024
Wanderlei Silva,205 lbs.,35,13,1,1976-07-03,Brazil,Middleweight,48,29/09/2018
Thiago Silva,205 lbs.,19,6,0,1982-11-12,Brazil,Heavyweight,42,20/05/2022
Jay Silva,185 lbs.,10,11,1,1981-05-25,United States,Heavyweight,43,05/04/2025
Antonio Silva,264 lbs.,19,12,1,1979-09-14,Brazil,Heavyweight,45,06/07/2019
Erick Silva,170 lbs.,19,9,0,1984-06-21,Brazil,Welterweight,40,22/06/2019
Leandro Silva,155 lbs.,20,6,1,1985-11-11,Brazil,Lightweight,39,10/06/2023
Claudio Silva,170 lbs.,14,4,0,1982-09-06,Brazil,Welterweight,42,23/07/2022
Rafael Silva,135 lbs.,28,6,0,1985-03-20,Brazil,Bantamweight,40,03/03/2024
Joaquim Silva,155 lbs.,13,6,0,1989-02-05,Brazil,Lightweight,36,04/05/2024
Felipe Silva,155 lbs.,8,2,0,1984-08-05,Brazil,Lightweight,40,01/04/2021
Dayana Silva,135 lbs.,7,4,0,1990-08-17,Brazil,Featherweight,34,06/09/2019
Bruno Silva,125 lbs.,14,6,2,1990-03-16,Brazil,Flyweight,35,26/10/2024
Bruno Silva,125 lbs.,14,6,2,1990-03-16,Brazil,Flyweight,35,14/12/2024
Bruno Silva,185 lbs.,23,12,0,1989-07-13,Brazil,Middleweight,35,26/10/2024
Bruno Silva,185 lbs.,23,12,0,1989-07-13,Brazil,Middleweight,35,14/12/2024
Gabriel Silva,135 lbs.,8,2,0,1994-08-26,Brazil,Bantamweight,30,03/11/2023
Douglas Silva De Andrade,135 lbs.,29,6,0,1985-06-22,Brazil,Featherweight,39,01/03/2025
Marcus Silveira,242 lbs.,6,4,0,1964-12-09,Brazil,Heavyweight,60,31/03/2007
Elias Silverio,155 lbs.,13,3,0,1986-09-22,Brazil,Welterweight,38,11/04/2025
Jamey Simmons,135 lbs.,7,4,0,1992-09-11,United States,Bantamweight,32,07/08/2021
Ricky Simon,135 lbs.,21,6,0,1992-08-31,United States,Featherweight,32,22/02/2025
Aaron Simpson,170 lbs.,12,5,0,1974-07-20,United States,Welterweight,50,23/03/2013
Wes Sims,260 lbs.,24,14,1,1979-10-12,United States,Heavyweight,45,13/08/2016
Tony Sims,155 lbs.,12,4,0,1985-10-14,United States,Lightweight,39,02/01/2016
Lodune Sincaid,185 lbs.,15,9,0,1973-05-07,United States,Middleweight,52,20/03/2010
Rob Sinclair,155 lbs.,13,5,0,1980-02-20,England,Lightweight,45,07/07/2017
Rory Singer,185 lbs.,11,9,0,1976-05-28,United States,Middleweight,48,20/02/2009
Rana Rudra Pratap Singh,135 lbs.,11,2,0,1997-05-09,India,Bantamweight,28,01/12/2024
Elvis Sinosic,205 lbs.,7,11,2,1971-02-13,Australia,Light Heavyweight,54,01/12/2007
Dennis Siver,145 lbs.,23,11,0,1979-01-13,Germany,Featherweight,46,25/06/2017
Chas Skelly,145 lbs.,19,3,0,1985-05-11,United States,Featherweight,39,19/02/2022
Zach Skinner,145 lbs.,10,11,0,,United States,Bantamweight,,29/04/2017
Joe Slick,199 lbs.,16,5,3,1977-10-17,United States,Light Heavyweight,47,12/11/2000
Ray Sloan,205 lbs.,8,1,0,1985-07-14,United States,Light Heavyweight,39,28/08/2015
Maurice Smith,221 lbs.,12,14,0,1961-12-13,United States,Light Heavyweight,63,02/11/2013
Patrick Smith,225 lbs.,20,17,0,1963-08-28,United States,Heavyweight,61,23/07/2016
Scott Smith,185 lbs.,18,11,0,1979-05-21,United States,Middleweight,45,23/01/2016
Eric Smith,205 lbs.,1,1,0,1984-06-04,United States,Light Heavyweight,40,17/05/2014
Josh Smith,155 lbs.,9,8,0,1982-07-02,United States,Lightweight,42,04/10/2015
Trevor Smith,185 lbs.,15,10,0,1981-01-05,United States,Middleweight,44,07/12/2019
Anthony Smith,205 lbs.,38,22,0,1988-07-26,United States,Light Heavyweight,36,26/04/2025
Colton Smith,155 lbs.,7,4,0,1987-08-14,United States,Welterweight,37,17/03/2018
Gilbert Smith,185 lbs.,12,6,0,1981-10-19,United States,Welterweight,43,08/09/2017
Leslie Smith,135 lbs.,10,7,1,1982-08-17,United States,Featherweight,42,21/05/2021
Devonte Smith,155 lbs.,11,4,0,1993-07-30,United States,Welterweight,31,05/03/2022
Cole Smith,135 lbs.,7,2,0,1989-04-05,Canada,Bantamweight,36,02/04/2022
Walter Smith-Cotito,135 lbs.,4,5,0,,United States,Featherweight,,04/05/2018
Justin Smitley,145 lbs.,10,7,1,,United States,Featherweight,,29/09/2018
Louis Smolka,135 lbs.,17,9,0,1991-07-16,United States,Bantamweight,33,14/05/2022
Richie Smullen,155 lbs.,3,1,1,1991-08-17,Ireland,Lightweight,33,19/10/2024
Peter Sobotta,170 lbs.,17,7,1,1987-01-11,Germany,Welterweight,38,25/07/2020
Renato Sobral,205 lbs.,37,11,0,1975-09-07,Brazil,Light Heavyweight,49,12/12/2019
Rameau Thierry Sokoudjou,205 lbs.,18,18,0,1984-04-18,United States,Light Heavyweight,41,21/09/2019
Joe Solecki,155 lbs.,13,6,0,1993-08-27,United States,Lightweight,31,11/01/2025
Joe Son,236 lbs.,0,4,0,1970-11-20,United States,Heavyweight,54,20/07/2002
Chael Sonnen,205 lbs.,29,15,1,1977-04-03,United States,Light Heavyweight,48,15/06/2024
Cody Sons,205 lbs.,3,7,0,1994-04-04,United States,Heavyweight,31,22/04/2023
Jin Soo Son,135 lbs.,9,4,0,1993-04-01,South Korea,Bantamweight,32,08/12/2024
Emiliano Sordi,205 lbs.,16,7,0,1991-02-15,Argentina,Light Heavyweight,34,28/03/2025
Sean Soriano,145 lbs.,14,8,0,1989-10-06,United States,Lightweight,35,05/05/2023
Punahele Soriano,170 lbs.,11,4,0,1992-11-22,United States,Middleweight,32,11/01/2025
Ben Sosoli,265 lbs.,7,3,0,1989-12-10,Australia,Heavyweight,35,01/03/2025
Krzysztof Soszynski,205 lbs.,26,12,1,1977-08-02,Canada,Light Heavyweight,47,10/12/2011
George Sotiropoulos,155 lbs.,14,7,0,1977-07-09,Australia,Lightweight,47,16/09/2023
Greg Soto,170 lbs.,9,4,0,1986-06-03,United States,Welterweight,38,18/02/2017
Alex Soto,135 lbs.,8,3,1,1984-02-15,United States,Bantamweight,41,21/01/2017
Joe Soto,135 lbs.,18,7,0,1987-03-22,United States,Bantamweight,38,03/02/2018
Mario Soto,145 lbs.,7,2,0,1986-12-04,United States,Welterweight,38,11/11/2017
Andre Soukhamthath,135 lbs.,13,8,0,1988-10-23,United States,Bantamweight,36,04/03/2022
Bobby Southworth,205 lbs.,10,6,0,1969-12-16,United States,Heavyweight,55,31/07/2010
Edimilson Souza,145 lbs.,15,5,0,1984-10-17,Brazil,Featherweight,40,09/09/2022
Livinha Souza,115 lbs.,14,4,0,1991-03-11,Brazil,Strawweight,34,23/10/2021
Chris Spang,170 lbs.,6,3,0,1987-11-26,United States,Welterweight,37,04/06/2016
Andreas Spang,185 lbs.,9,3,0,1978-11-07,United States,Heavyweight,46,05/12/2014
Ryan Spann,205 lbs.,22,11,0,1991-08-24,United States,Light Heavyweight,33,15/03/2025
Ron Sparks,265 lbs.,8,3,0,1974-11-23,United States,Heavyweight,50,23/09/2010
Sean Spencer,170 lbs.,12,6,0,1987-06-25,United States,Welterweight,37,10/08/2018
Felicia Spencer,145 lbs.,9,3,0,1990-11-29,United States,Featherweight,34,13/11/2021
Sam Spengler,185 lbs.,9,5,0,1976-04-04,United States,Middleweight,49,14/05/2016
Nick Sperling,135 lbs.,3,4,0,,United States,Flyweight,,25/08/2018
Eric Spicely,185 lbs.,12,6,0,1986-09-29,United States,Middleweight,38,01/04/2022
Waachiim Spiritwolf,170 lbs.,12,13,1,1976-02-06,United States,Welterweight,49,04/10/2014
Daniel Spitz,245 lbs.,6,3,0,1990-07-31,United States,Heavyweight,34,18/10/2019
Pete Spratt,170 lbs.,25,23,0,1971-01-09,United States,Welterweight,54,09/12/2017
Austin Springer,145 lbs.,12,4,0,1987-05-12,United States,Lightweight,37,13/04/2024
Andreas Stahl,170 lbs.,10,4,0,1988-05-20,Sweden,Welterweight,36,30/03/2024
Ron Stallings,170 lbs.,14,8,0,1983-02-25,United States,Middleweight,42,17/08/2018
Cody Stamann,135 lbs.,21,8,1,1989-11-09,United States,Bantamweight,35,08/06/2024
Cristina Stanciu,115 lbs.,5,2,0,1994-03-29,Romania,Strawweight,31,15/12/2017
Brian Stann,205 lbs.,12,6,0,1980-09-24,United States,Middleweight,44,04/08/2012
Josh Stansbury,205 lbs.,4,8,0,1984-11-19,United States,Light Heavyweight,40,01/12/2018
Clifford Starks,185 lbs.,13,3,0,1981-04-25,United States,Middleweight,44,18/11/2017
Kalib Starnes,185 lbs.,17,11,1,1975-01-06,Canada,Light Heavyweight,50,15/04/2016
Laureano Staropoli,185 lbs.,9,5,0,1993-02-27,Argentina,Middleweight,32,14/12/2024
Damian Stasiak,135 lbs.,10,6,0,1990-02-20,Poland,Bantamweight,35,20/01/2024
Dominique Steele,170 lbs.,14,9,0,1988-01-25,United States,Welterweight,37,06/11/2021
Steve Steinbeiss,185 lbs.,9,4,0,1981-05-05,United States,Middleweight,44,22/10/2011
Dmitri Stepanov,217 lbs.,0,1,0,,Belarus,Heavyweight,,01/06/1998
Jeremy Stephens,155 lbs.,28,20,0,1986-05-26,United States,Lightweight,38,03/05/2025
Aljamain Sterling,145 lbs.,24,5,0,1989-07-31,United States,Bantamweight,35,07/12/2024
Marc Stevens,155 lbs.,21,10,0,1985-05-28,United States,Welterweight,39,28/06/2019
Joe Stevenson,145 lbs.,33,16,0,1982-06-15,United States,Lightweight,42,14/02/2017
Darren Stewart,205 lbs.,12,8,0,1990-12-30,England,Light Heavyweight,34,30/03/2024
Kyle Stewart,170 lbs.,11,3,0,1989-01-31,United States,Welterweight,36,24/02/2024
Alex Stiebling,205 lbs.,19,11,1,1976-12-26,United States,Light Heavyweight,48,12/09/2009
Tyler Stinson,170 lbs.,30,10,0,1986-01-17,United States,Welterweight,39,14/10/2023
Denis Stojnic,245 lbs.,13,3,0,1980-02-02,Bosnia And Herzegovina,Super Heavyweight,45,28/05/2016
